timestamp,temperature_2m,relative_humidity_2m,rain,wind_speed_10m,cloud_cover,ghi,direct_normal_irradiance,diffuse_radiation,ghi_clearsky,pv_power_predicted
2024-03-05 18:00:00,27.8,82,0.4,9.7,100,167.0,29.5,154.0,212.13387049329023,165.1296
2024-03-05 19:00:00,26.0,90,2.6,1.1,100,80.0,56.2,69.0,7.690866335567071,79.68
2024-03-06 08:00:00,24.0,99,0.0,6.6,100,34.0,91.6,23.0,82.18835014622472,34.136
2024-03-06 09:00:00,26.4,95,0.0,4.8,100,194.0,223.9,124.0,332.94698540951293,192.9136
2024-03-06 10:00:00,28.5,84,0.0,6.6,100,427.0,454.6,179.0,579.4613851339901,421.022
2024-03-06 11:00:00,30.0,76,0.0,6.1,100,628.0,564.1,210.0,780.4605311355137,615.4399999999999
2024-03-06 12:00:00,30.4,74,0.0,5.8,100,587.0,282.2,337.0,917.0505096960034,574.3208000000001
2024-03-06 13:00:00,30.3,73,0.1,4.8,100,445.0,60.8,386.0,978.2438879430297,435.566
2024-03-06 14:00:00,30.7,71,0.1,3.6,99,555.0,123.5,433.0,959.3600740208734,542.346
2024-03-06 15:00:00,31.1,71,0.1,2.3,100,708.0,355.8,374.0,861.8238278057757,690.7248
2024-03-06 16:00:00,29.6,76,1.1,5.1,96,555.0,347.9,268.0,693.2181380764956,544.788
2024-03-06 17:00:00,29.4,76,0.6,7.3,99,496.0,488.6,176.0,467.8083486057363,487.27040000000005
2024-03-06 18:00:00,29.1,78,0.1,7.4,99,277.0,334.0,130.0,210.8708702755528,272.4572
2024-03-06 19:00:00,28.0,85,0.1,5.4,99,95.0,205.0,55.0,7.3726704445228695,93.86
2024-03-07 08:00:00,25.0,100,0.0,4.7,100,27.0,41.4,22.0,82.87887008451438,27.0
2024-03-07 09:00:00,27.4,91,0.0,6.6,17,209.0,379.0,90.0,333.6318923865536,206.99360000000001
2024-03-07 10:00:00,29.0,84,0.0,7.9,30,447.0,590.6,124.0,579.9645825080694,439.848
2024-03-07 11:00:00,30.0,80,0.2,8.1,57,638.0,638.5,164.0,780.7206839019182,625.24
2024-03-07 12:00:00,30.6,75,0.1,7.1,100,768.0,643.7,197.0,917.0232461743124,750.7968000000001
2024-03-07 13:00:00,30.7,73,0.2,7.4,100,723.0,472.6,264.0,977.9022748258558,706.5156
2024-03-07 14:00:00,31.0,73,0.6,9.5,100,836.0,569.3,273.0,958.6994713217961,815.936
2024-03-07 15:00:00,29.6,75,12.8,10.0,100,709.0,405.7,328.0,860.8646184351613,695.9544
2024-03-07 16:00:00,29.9,76,0.2,5.6,100,387.0,167.2,249.0,692.0110835545216,379.4148
2024-03-07 17:00:00,29.8,77,0.6,3.5,100,484.0,401.7,221.0,466.4485701768545,474.7072
2024-03-07 18:00:00,26.3,89,16.6,7.3,100,173.0,77.3,139.0,209.5677859540009,172.1004
2024-03-07 19:00:00,25.8,90,5.6,5.4,100,62.0,92.6,44.0,7.0543860124631195,61.8016
2024-03-08 08:00:00,23.6,98,0.1,6.1,100,16.0,0.0,16.0,83.58587440368821,16.0896
2024-03-08 09:00:00,26.6,92,0.0,1.8,100,161.0,98.3,130.0,334.3214616674146,159.9696
2024-03-08 10:00:00,28.2,86,0.3,7.8,100,368.0,280.9,214.0,580.4557418820722,363.2896
2024-03-08 11:00:00,29.2,82,0.2,7.6,100,584.0,419.6,272.0,780.9523157702171,574.1888
2024-03-08 12:00:00,29.4,79,0.2,7.3,100,548.0,181.3,387.0,916.9529723874206,538.3552000000001
2024-03-08 13:00:00,29.7,78,0.1,9.2,100,625.0,185.2,445.0,977.5063243891127,613.25
2024-03-08 14:00:00,28.4,80,3.4,14.2,100,709.0,316.3,396.0,957.9772573060081,699.3576
2024-03-08 15:00:00,28.0,83,2.4,8.7,100,547.0,249.1,313.0,859.8411522006029,540.436
2024-03-08 16:00:00,28.8,82,0.1,5.4,100,399.0,127.2,294.0,690.7421538375991,392.9352
2024-03-08 17:00:00,28.1,86,0.9,4.1,100,261.0,36.7,237.0,465.03473337135284,257.7636
2024-03-08 18:00:00,27.0,86,3.6,1.6,100,157.0,34.2,142.0,208.22590208026577,155.744
2024-03-08 19:00:00,26.8,88,0.0,1.9,100,51.0,0.0,51.0,6.736987492936975,50.6328
2024-03-09 08:00:00,24.8,95,0.0,4.3,61,37.0,98.3,25.0,84.30819363662819,37.029599999999995
2024-03-09 09:00:00,27.0,89,0.0,4.5,100,201.0,318.9,100.0,335.01408291050126,199.392
2024-03-09 10:00:00,28.8,80,0.0,6.5,100,448.0,551.3,145.0,580.9332982634354,441.1904
2024-03-09 11:00:00,29.9,72,0.0,7.6,62,621.0,543.7,216.0,781.154062067683,608.8284
2024-03-09 12:00:00,30.7,66,0.0,8.7,45,831.0,709.5,200.0,916.8386274840823,812.0532
2024-03-09 13:00:00,31.0,65,0.1,9.6,97,866.0,685.5,199.0,977.0553531422752,845.216
2024-03-09 14:00:00,31.4,63,0.0,9.5,100,881.0,630.2,257.0,957.1931700849601,858.4464
2024-03-09 15:00:00,31.0,60,0.0,10.8,100,517.0,232.0,299.0,858.7536025196267,504.592
2024-03-09 16:00:00,30.3,65,0.0,10.5,100,320.0,63.0,268.0,689.4119418440174,313.216
2024-03-09 17:00:00,30.2,65,0.0,11.9,92,425.0,308.8,223.0,463.5678056472909,416.15999999999997
2024-03-09 18:00:00,29.3,72,0.0,10.8,100,326.0,469.8,120.0,206.84648851625425,320.3928
2024-03-09 19:00:00,28.0,78,0.0,6.7,100,97.0,171.2,64.0,6.421408349584414,95.836
2024-03-10 08:00:00,24.4,98,0.0,7.1,75,29.0,57.0,22.0,85.04468356530768,29.069599999999998
2024-03-10 09:00:00,26.4,89,0.5,10.7,100,130.0,94.3,100.0,335.70820251117266,129.272
2024-03-10 10:00:00,27.2,87,0.0,10.9,99,284.0,181.5,184.0,581.3957568444278,281.50079999999997
2024-03-10 11:00:00,28.9,82,0.0,9.3,98,623.0,564.2,202.0,781.3246357491739,613.2812
2024-03-10 12:00:00,30.0,77,0.2,13.0,97,778.0,595.2,248.0,916.6792303590015,762.4399999999999
2024-03-10 13:00:00,29.5,80,2.1,11.2,99,650.0,301.9,356.0,976.5487543833865,638.3
2024-03-10 14:00:00,28.4,77,5.0,13.0,73,657.0,330.0,330.0,956.3470165070248,648.0648
2024-03-10 15:00:00,29.5,76,0.4,7.9,76,540.0,234.0,320.0,857.6021993439745,530.28
2024-03-10 16:00:00,29.6,74,0.2,15.0,90,600.0,384.2,283.0,688.0210813272486,588.96
2024-03-10 17:00:00,27.9,79,0.3,13.3,82,283.0,163.6,176.0,462.04877714254104,279.7172
2024-03-10 18:00:00,28.3,80,0.1,11.3,97,253.0,244.3,146.0,205.43081850678527,249.6604
2024-03-10 19:00:00,27.4,80,0.1,11.5,84,81.0,140.7,54.0,6.108543946635849,80.22240000000001
2024-03-11 08:00:00,24.3,88,0.0,8.7,100,29.0,24.3,26.0,85.79420835718757,29.0812
2024-03-11 09:00:00,26.3,84,0.0,8.0,100,171.0,134.6,128.0,336.40230367228907,170.1108
2024-03-11 10:00:00,28.2,76,0.0,10.4,98,408.0,360.3,209.0,581.8416755317795,402.7776
2024-03-11 11:00:00,29.6,68,0.0,14.9,88,655.0,575.3,225.0,781.462814266532,642.948
2024-03-11 12:00:00,30.5,64,0.0,15.2,66,804.0,609.1,261.0,916.4738720167248,786.312
2024-03-11 13:00:00,31.5,62,0.0,14.6,94,965.0,813.6,172.0,975.9859967385977,939.91
2024-03-11 14:00:00,31.4,62,0.0,15.7,100,923.0,738.4,191.0,955.4386770371306,899.3712
2024-03-11 15:00:00,31.0,62,0.0,15.1,100,809.0,592.4,252.0,856.3872400714154,789.584
2024-03-11 16:00:00,30.9,62,0.0,13.7,100,687.0,512.7,264.0,686.5702630343202,670.7868000000001
2024-03-11 17:00:00,29.7,68,0.0,14.4,99,384.0,209.6,247.0,460.47868062267514,376.7808
2024-03-11 18:00:00,29.2,72,0.0,12.8,100,323.0,443.7,129.0,203.9801893374626,317.5736
2024-03-11 19:00:00,28.1,77,0.0,8.3,100,118.0,293.0,62.0,5.799254459397941,116.5368
2024-03-12 08:00:00,24.8,95,0.0,5.4,100,29.0,24.2,26.0,86.5556216972769,29.023199999999996
2024-03-12 09:00:00,27.4,86,0.0,12.0,99,200.0,314.9,99.0,337.09488403040706,198.08
2024-03-12 10:00:00,28.4,78,0.0,16.1,100,384.0,334.2,199.0,582.2696450309825,378.7776
2024-03-12 11:00:00,29.3,74,0.0,15.3,100,555.0,374.0,275.0,781.5674242097637,545.454
2024-03-12 12:00:00,30.3,67,0.1,15.2,100,753.0,478.5,326.0,916.2217060259104,737.0364
2024-03-12 13:00:00,30.3,66,0.1,14.8,100,633.0,219.4,419.0,975.3666211764651,619.5804
2024-03-12 14:00:00,30.5,65,0.2,13.1,99,683.0,275.3,410.0,954.4681094279299,667.9739999999999
2024-03-12 15:00:00,30.7,65,0.2,13.4,92,684.0,342.4,362.0,855.1090996553365,668.4048
2024-03-12 16:00:00,30.4,66,0.3,14.1,100,642.0,458.2,264.0,685.0602503290772,628.1328
2024-03-12 17:00:00,29.6,70,0.2,12.6,100,516.0,528.3,171.0,458.85861109142917,506.5056
2024-03-12 18:00:00,28.9,74,0.0,11.7,100,293.0,382.5,126.0,202.49594254974997,288.42920000000004
2024-03-12 19:00:00,27.9,79,0.0,6.3,98,104.0,220.7,62.0,5.494366799966158,102.79360000000001
2024-03-13 08:00:00,24.4,94,0.0,11.2,88,33.0,40.1,28.0,87.3277487625196,33.0792
2024-03-13 09:00:00,26.6,86,0.0,7.6,3,254.0,571.4,70.0,337.78443456132317,252.3744
2024-03-13 10:00:00,28.5,78,0.0,14.1,6,506.0,739.0,96.0,582.6782701304296,498.916
2024-03-13 11:00:00,29.8,70,0.0,15.5,9,723.0,801.6,122.0,781.6373269561201,709.1184
2024-03-13 12:00:00,30.8,64,0.0,16.2,68,890.0,857.4,124.0,915.9219396587898,869.352
2024-03-13 13:00:00,31.3,61,0.0,16.6,36,946.0,833.9,132.0,974.6902382802955,922.1608
2024-03-13 14:00:00,31.6,59,0.0,15.9,20,964.0,831.5,139.0,953.4353521280693,938.5504
2024-03-13 15:00:00,31.6,59,0.1,14.5,17,883.0,767.6,161.0,853.7682397811483,859.6888
2024-03-13 16:00:00,31.3,59,0.0,14.0,23,728.0,686.2,162.0,683.4918933179216,709.6544
2024-03-13 17:00:00,30.7,61,0.0,13.6,28,536.0,609.8,138.0,457.18974334142797,523.7792
2024-03-13 18:00:00,29.5,70,0.0,12.9,13,308.0,474.8,101.0,200.9794818530326,302.456
2024-03-13 19:00:00,28.0,75,0.0,12.5,7,120.0,385.3,47.0,5.194675036950548,118.56
2024-03-14 08:00:00,24.0,98,0.0,10.1,97,43.0,183.3,20.0,88.1093710948546,43.172
2024-03-14 09:00:00,26.7,88,0.0,8.2,100,228.0,402.0,98.0,338.4694224134524,226.4496
2024-03-14 10:00:00,28.4,79,0.0,16.2,97,477.0,593.4,147.0,583.0661549352234,470.5128
2024-03-14 11:00:00,29.8,72,0.0,14.5,27,685.0,676.6,177.0,781.6714077575934,671.848
2024-03-14 12:00:00,30.9,67,0.0,14.1,82,811.0,707.8,178.0,915.5738276663744,791.8604
2024-03-14 13:00:00,31.8,61,0.0,13.1,27,941.0,766.8,192.0,973.956527147911,915.4048
2024-03-14 14:00:00,32.2,58,0.0,11.9,19,971.0,828.1,149.0,952.3405281547533,943.0351999999999
2024-03-14 15:00:00,32.2,57,0.0,11.2,54,885.0,772.8,158.0,852.3652173661421,859.512
2024-03-14 16:00:00,31.7,59,0.0,12.1,95,755.0,733.7,150.0,681.8661411032224,734.766
2024-03-14 17:00:00,30.6,65,0.0,14.7,52,550.0,671.6,112.0,455.4733466695638,537.6800000000001
2024-03-14 18:00:00,29.6,72,0.0,13.4,62,327.0,510.1,105.0,199.43228739921366,320.9832
2024-03-14 19:00:00,28.3,76,0.0,11.6,55,115.0,350.1,49.0,4.900939099439452,113.482
2024-03-15 08:00:00,23.3,100,0.0,6.6,100,41.0,134.8,24.0,88.8992157898328,41.2788
2024-03-15 09:00:00,26.7,89,0.0,2.5,85,243.0,502.0,80.0,339.1482792747048,241.3476
2024-03-15 10:00:00,28.6,77,0.0,10.0,31,500.0,710.5,104.0,583.4318931890458,492.8
2024-03-15 11:00:00,29.6,71,0.0,12.5,74,662.0,670.3,158.0,781.6685691004723,649.8192
2024-03-15 12:00:00,30.5,66,0.0,13.7,91,879.0,824.4,141.0,915.1766691627628,859.662
2024-03-15 13:00:00,31.0,64,0.0,13.1,95,942.0,783.7,176.0,973.1652360290354,919.3919999999999
2024-03-15 14:00:00,31.6,62,0.0,13.0,100,935.0,738.2,202.0,951.1838491265742,910.316
2024-03-15 15:00:00,31.6,60,0.0,14.0,100,864.0,681.4,223.0,850.9006916572055,841.1904000000001
2024-03-15 16:00:00,31.5,61,0.0,13.7,100,668.0,530.2,231.0,680.1840512312796,650.632
2024-03-15 17:00:00,30.6,64,0.1,14.8,100,543.0,517.2,206.0,453.71079555720917,530.8368
2024-03-15 18:00:00,29.2,67,0.0,13.7,100,237.0,186.4,156.0,197.85592555292016,233.01839999999999
2024-03-15 19:00:00,27.9,71,0.0,14.3,100,102.0,186.6,67.0,4.613881833720798,100.8168
2024-03-16 08:00:00,24.1,95,0.0,9.4,53,43.0,134.0,26.0,89.94694989344318,43.1548
2024-03-16 09:00:00,26.9,87,0.0,7.7,100,173.0,177.9,115.0,340.25695819916854,171.6852
2024-03-16 10:00:00,28.7,78,0.0,12.7,93,427.0,485.1,156.0,584.2827270957562,420.68039999999996
2024-03-16 11:00:00,30.2,72,0.0,11.6,49,703.0,730.3,153.0,782.1699631442611,688.3775999999999
2024-03-16 12:00:00,31.1,66,0.0,10.5,54,868.0,825.8,128.0,915.2884561022328,846.8208
2024-03-16 13:00:00,31.7,62,0.0,11.2,79,931.0,801.6,147.0,972.8808894625308,906.0491999999999
2024-03-16 14:00:00,32.1,58,0.0,12.3,22,929.0,775.2,159.0,950.5280343539919,902.6164
2024-03-16 15:00:00,32.2,56,0.0,11.5,18,923.0,843.0,130.0,849.9264905162529,896.4176
2024-03-16 16:00:00,31.5,58,0.0,12.0,32,755.0,731.9,152.0,678.973233035726,735.37
2024-03-16 17:00:00,30.6,63,0.0,12.1,59,560.0,645.2,140.0,452.37981099238186,547.456
2024-03-16 18:00:00,29.8,67,0.0,11.8,63,333.0,546.6,96.0,196.61111881309685,326.6064
2024-03-16 19:00:00,28.5,74,0.0,9.7,41,114.0,343.0,50.0,4.368583193180054,112.404
2024-03-17 08:00:00,24.5,95,0.0,9.6,2,45.0,188.1,21.0,91.25499878237717,45.09
2024-03-17 09:00:00,27.4,86,0.0,7.6,6,258.0,568.0,72.0,341.79412868448446,255.5232
2024-03-17 10:00:00,29.3,75,0.0,14.9,30,509.0,741.2,94.0,585.6166178259045,500.2452
2024-03-17 11:00:00,30.5,69,0.0,14.2,53,684.0,702.8,154.0,783.1735641866143,668.952
2024-03-17 12:00:00,31.4,64,0.0,14.5,98,823.0,738.0,161.0,915.9074337024155,801.9312
2024-03-17 13:00:00,31.8,63,0.0,15.5,100,876.0,663.2,227.0,973.1021095858272,852.1728
2024-03-17 14:00:00,31.7,63,0.1,14.8,77,923.0,670.4,257.0,950.372090638888,898.2636
2024-03-17 15:00:00,30.7,65,0.3,14.4,83,695.0,456.1,266.0,849.4419489140649,679.154
2024-03-17 16:00:00,30.7,67,0.3,12.2,38,596.0,414.1,255.0,678.2331914514752,582.4112
2024-03-17 17:00:00,30.5,66,0.1,15.3,93,526.0,602.8,134.0,451.4797053312692,514.428
2024-03-17 18:00:00,29.7,70,0.0,14.2,99,286.0,422.9,103.0,195.69590320670645,280.6232
2024-03-17 19:00:00,28.5,73,0.0,13.3,44,101.0,296.4,46.0,4.161213896199849,99.586
2024-03-18 08:00:00,24.1,96,0.0,5.4,12,45.0,187.1,21.0,92.57215251301717,45.162
2024-03-18 09:00:00,27.4,85,0.0,5.1,1,259.0,574.7,70.0,343.32061398932046,256.5136
2024-03-18 10:00:00,29.5,73,0.0,11.6,12,509.0,739.5,94.0,586.9232234828334,499.83799999999997
2024-03-18 11:00:00,30.7,66,0.0,13.6,18,687.0,737.5,130.0,784.1357374416897,671.3364
2024-03-18 12:00:00,31.5,63,0.0,13.6,23,845.0,776.3,148.0,916.4739741816055,823.03
2024-03-18 13:00:00,31.6,63,0.3,13.7,58,892.0,710.9,196.0,973.2636966267933,868.4512
2024-03-18 14:00:00,32.0,63,0.0,13.7,54,921.0,706.5,219.0,950.1535886220635,895.212
2024-03-18 15:00:00,32.0,62,0.0,13.8,68,909.0,792.2,164.0,848.8964268656077,883.548
2024-03-18 16:00:00,30.6,66,0.5,13.8,75,647.0,499.4,236.0,677.4382364265493,632.5072
2024-03-18 17:00:00,30.6,71,0.7,12.5,59,480.0,503.4,153.0,450.53510798602684,469.248
2024-03-18 18:00:00,29.7,73,0.1,14.4,32,331.0,535.0,100.0,194.7516780931932,324.7772
2024-03-18 19:00:00,28.7,75,0.0,12.3,24,95.0,254.7,48.0,3.9565257713410533,93.594
2024-03-19 08:00:00,25.6,91,0.0,8.1,60,45.0,186.0,21.0,93.89685840796174,44.892
2024-03-19 09:00:00,28.3,81,0.0,11.2,21,253.0,535.9,76.0,344.834656389336,249.6604
2024-03-19 10:00:00,29.8,72,0.0,14.2,22,482.0,668.5,106.0,588.2010576329427,472.7456
2024-03-19 11:00:00,30.9,68,0.1,13.2,30,672.0,680.9,157.0,785.0554208253658,656.1408
2024-03-19 12:00:00,31.4,65,0.1,13.0,49,841.0,766.8,152.0,916.9875228842471,819.4704
2024-03-19 13:00:00,31.7,65,0.0,11.0,55,878.0,696.2,196.0,973.3656444760888,854.4696
2024-03-19 14:00:00,32.2,63,0.0,11.4,35,955.0,793.9,166.0,949.8730577760555,927.496
2024-03-19 15:00:00,32.1,63,0.0,13.6,44,835.0,663.7,211.0,848.2909475326278,811.2860000000001
2024-03-19 16:00:00,30.9,63,0.8,13.5,92,579.0,432.8,223.0,676.5897982470595,565.3356
2024-03-19 17:00:00,29.7,70,0.4,14.9,100,402.0,323.7,192.0,449.54772390116244,394.44239999999996
2024-03-19 18:00:00,29.7,70,0.0,12.6,91,303.0,448.0,110.0,193.7801935970132,297.30359999999996
2024-03-19 19:00:00,28.7,73,0.0,9.2,90,102.0,299.9,47.0,3.75513539496241,100.4904
2024-03-20 08:00:00,25.6,91,0.0,8.3,90,44.0,169.5,22.0,95.22750951615285,43.894400000000005
2024-03-20 09:00:00,28.4,78,0.0,16.4,32,249.0,524.6,75.0,346.3344806255721,245.61360000000002
2024-03-20 10:00:00,29.7,73,0.0,16.4,14,480.0,668.8,103.0,589.4486421147386,470.976
2024-03-20 11:00:00,31.0,68,0.0,18.0,88,689.0,730.2,136.0,785.9315844019836,672.4639999999999
2024-03-20 12:00:00,31.8,65,0.1,16.2,91,845.0,781.7,142.0,917.4475784159254,822.016
2024-03-20 13:00:00,28.7,74,5.8,19.3,100,871.0,660.2,224.0,973.408018237587,858.1092
2024-03-20 14:00:00,28.7,72,1.6,14.0,95,644.0,331.0,315.0,949.5311095613217,634.4688
2024-03-20 15:00:00,30.0,73,0.3,11.2,99,663.0,451.1,239.0,847.6266218199721,649.74
2024-03-20 16:00:00,29.1,73,2.2,17.9,100,743.0,678.8,185.0,675.6893940037377,730.8148
2024-03-20 17:00:00,28.4,76,2.0,16.2,100,409.0,300.9,214.0,448.51933660305406,403.43760000000003
2024-03-20 18:00:00,28.1,77,0.2,17.9,100,224.0,239.7,121.0,192.7832588816192,221.2224
2024-03-20 19:00:00,26.9,82,0.2,11.6,100,79.0,153.6,51.0,3.5576233176883605,78.3996
2024-03-21 08:00:00,25.4,88,0.0,7.9,89,47.0,183.9,23.0,96.56245725394113,46.9248
2024-03-21 09:00:00,24.0,93,4.6,11.5,100,111.0,18.0,105.0,347.8183078471529,111.444
2024-03-21 10:00:00,25.9,88,0.6,11.7,91,244.0,180.5,142.0,590.6645187016853,243.1216
2024-03-21 11:00:00,29.1,74,0.0,15.5,95,603.0,544.6,190.0,786.7632383909873,593.1108
2024-03-21 12:00:00,30.5,71,0.4,15.1,93,808.0,647.7,225.0,917.8536963140169,790.2239999999999
2024-03-21 13:00:00,30.7,67,0.1,16.7,90,864.0,635.5,241.0,973.3909533527685,844.3008
2024-03-21 14:00:00,30.0,74,1.6,11.9,97,723.0,459.8,266.0,949.1284320576168,708.54
2024-03-21 15:00:00,30.7,66,0.1,17.8,79,783.0,500.2,313.0,846.9046388743246,765.1476
2024-03-21 16:00:00,30.2,67,0.1,15.5,93,790.0,815.7,120.0,674.7386147266164,773.568
2024-03-21 17:00:00,29.0,72,1.1,13.4,91,474.0,476.0,166.0,447.4517930975629,466.416
2024-03-21 18:00:00,28.7,74,0.2,13.2,77,284.0,354.5,132.0,191.7627268091163,279.79679999999996
2024-03-21 19:00:00,27.9,77,0.0,10.0,85,112.0,358.3,47.0,3.3645281912394673,110.7008
2024-03-22 08:00:00,25.1,91,0.0,7.7,95,47.0,190.5,22.0,97.90002339278661,46.9812
2024-03-22 09:00:00,28.0,79,0.0,13.3,10,259.0,556.1,73.0,349.28436837121603,255.892
2024-03-22 10:00:00,29.3,72,0.0,15.2,11,493.0,671.1,113.0,591.8472595501289,484.5204
2024-03-22 11:00:00,30.4,68,0.0,14.7,25,697.0,740.1,135.0,787.5494402891887,681.9448
2024-03-22 12:00:00,31.1,65,0.0,13.7,59,807.0,717.2,161.0,918.2054922958744,787.3092
2024-03-22 13:00:00,31.2,65,0.2,13.7,43,846.0,656.7,202.0,973.3146544669527,825.0192
2024-03-22 14:00:00,31.6,65,0.1,11.4,35,916.0,713.4,207.0,948.665785068253,891.8176
2024-03-22 15:00:00,31.4,64,0.1,11.0,32,755.0,599.4,192.0,846.1262576407571,735.672
2024-03-22 16:00:00,30.6,65,0.4,12.5,79,648.0,544.7,201.0,673.7391140754414,633.4848000000001
2024-03-22 17:00:00,29.9,69,0.7,13.3,79,439.0,399.3,181.0,446.34699071612556,430.3956
2024-03-22 18:00:00,29.2,70,0.0,14.5,18,280.0,334.4,137.0,190.7204805656513,275.296
2024-03-22 19:00:00,28.2,72,0.0,12.2,4,115.0,392.7,44.0,3.176342108650393,113.52799999999999
2024-03-23 08:00:00,24.6,95,0.0,4.6,3,50.0,212.2,22.0,99.2385099684205,50.080000000000005
2024-03-23 09:00:00,27.9,80,0.0,6.3,79,267.0,589.5,69.0,350.73091171976625,263.9028
2024-03-23 10:00:00,29.6,71,0.0,9.2,21,513.0,736.7,95.0,592.9954752353223,503.56080000000003
2024-03-23 11:00:00,31.0,65,0.0,8.4,0,731.0,816.8,110.0,788.2893001757,713.456
2024-03-23 12:00:00,32.3,60,0.0,8.7,1,897.0,867.6,115.0,918.5026444539806,870.8076
2024-03-23 13:00:00,33.3,57,0.0,9.0,66,989.0,886.8,119.0,973.1793938082515,956.1652
2024-03-23 14:00:00,33.4,57,0.0,8.1,75,947.0,818.1,134.0,948.1439961038309,915.1808000000001
2024-03-23 15:00:00,32.2,58,0.9,9.7,91,787.0,580.5,242.0,845.2928001447451,764.3344
2024-03-23 16:00:00,32.6,57,0.6,5.5,90,677.0,587.8,195.0,672.6925995262442,656.4192
2024-03-23 17:00:00,31.8,63,0.8,6.8,95,490.0,548.6,136.0,445.2068670104504,476.672
2024-03-23 18:00:00,30.9,64,0.0,9.1,93,260.0,321.2,123.0,189.65842360694865,253.864
2024-03-23 19:00:00,29.3,66,0.0,9.0,61,110.0,360.7,45.0,2.9935073408592356,108.108
2024-03-24 08:00:00,25.4,94,0.0,6.9,96,49.0,203.5,22.0,100.57620631807924,48.9216
2024-03-24 09:00:00,28.3,81,0.0,7.5,97,264.0,566.3,73.0,352.1562131534916,260.5152
2024-03-24 10:00:00,30.0,71,0.0,9.4,99,512.0,729.8,97.0,594.1078198465685,501.76
2024-03-24 11:00:00,31.3,64,0.0,9.8,100,709.0,759.3,131.0,788.9819838657066,691.1332
2024-03-24 12:00:00,32.6,59,0.0,8.5,100,893.0,861.5,116.0,918.7448942750675,865.8528
2024-03-24 13:00:00,33.6,56,0.0,7.8,100,983.0,874.4,125.0,972.9855090151225,949.1848
2024-03-24 14:00:00,34.2,54,0.0,9.4,100,997.0,881.6,121.0,947.5639573274607,960.3104
2024-03-24 15:00:00,33.7,56,0.2,11.9,100,915.0,786.4,177.0,844.4056467922982,883.1579999999999
2024-03-24 16:00:00,31.9,65,2.7,9.2,100,734.0,701.9,159.0,671.6008264323117,713.7416000000001
2024-03-24 17:00:00,32.4,62,0.2,13.8,100,557.0,662.8,130.0,444.03339312460633,540.5128
2024-03-24 18:00:00,30.6,67,1.4,10.0,100,254.0,390.2,88.0,188.57847303850136,248.31040000000002
2024-03-24 19:00:00,29.4,70,0.0,10.2,100,98.0,261.7,51.0,2.816414362450717,96.2752
2024-03-25 08:00:00,25.9,93,0.0,8.2,97,50.0,202.3,23.0,101.91139352928734,49.82
2024-03-25 09:00:00,28.3,83,0.0,8.3,93,265.0,566.9,73.0,353.5585771701364,261.502
2024-03-25 10:00:00,30.1,72,0.0,11.5,86,496.0,668.7,115.0,595.182993352147,485.8816
2024-03-25 11:00:00,31.6,65,0.0,9.7,94,704.0,755.8,128.0,789.6267140976558,685.4144
2024-03-25 12:00:00,32.7,60,0.0,9.2,65,888.0,823.3,145.0,918.9320466464529,860.6496
2024-03-25 13:00:00,33.3,58,0.2,9.2,99,958.0,829.4,144.0,972.7334006801159,926.1944
2024-03-25 14:00:00,33.7,57,0.2,8.5,99,972.0,820.3,157.0,946.9266233778391,938.1744
2024-03-25 15:00:00,33.7,56,0.0,9.6,100,912.0,812.4,150.0,843.4662333876621,880.2624
2024-03-25 16:00:00,32.1,60,1.1,9.4,100,685.0,629.2,170.0,670.4655945272168,665.546
2024-03-25 17:00:00,32.0,60,0.3,10.6,100,457.0,481.9,147.0,442.8285700329025,444.204
2024-03-25 18:00:00,30.9,65,0.1,10.5,94,267.0,348.9,119.0,187.4825559076054,260.6988
2024-03-25 19:00:00,29.7,70,0.0,11.9,99,110.0,368.8,44.0,2.6454009483547596,107.932
2024-03-26 08:00:00,26.4,91,0.0,6.4,100,44.0,82.0,33.0,103.24234706073503,43.7536
2024-03-26 09:00:00,29.0,80,0.0,7.9,99,266.0,567.6,73.0,354.9363389320162,261.74399999999997
2024-03-26 10:00:00,30.8,69,0.0,12.3,100,498.0,695.4,101.0,596.2197423493112,486.4464
2024-03-26 11:00:00,32.1,63,0.0,12.8,100,693.0,673.7,179.0,790.2227705952689,673.3188
2024-03-26 12:00:00,32.9,58,0.0,14.3,94,840.0,738.6,173.0,919.0639692393728,813.456
2024-03-26 13:00:00,33.4,55,0.0,14.1,100,907.0,725.4,195.0,972.4235302153423,876.5248
2024-03-26 14:00:00,33.9,54,0.0,13.4,94,931.0,742.0,194.0,946.2330097586479,897.8564
2024-03-26 15:00:00,33.8,53,0.0,14.8,96,857.0,724.4,178.0,842.4760491624821,826.8336
2024-03-26 16:00:00,33.1,55,0.0,16.4,86,731.0,710.6,150.0,669.2887457281417,707.3156
2024-03-26 17:00:00,32.4,56,0.0,16.4,92,568.0,730.3,99.0,441.5944263386037,551.1872000000001
2024-03-26 18:00:00,30.4,70,0.1,15.9,100,294.0,460.9,99.0,186.37260709253746,287.6496
2024-03-26 19:00:00,29.7,71,0.0,12.5,100,98.0,297.2,45.0,2.4807520124002784,96.1576
2024-03-27 08:00:00,24.7,98,0.0,4.8,100,51.0,200.2,24.0,104.56733892501698,51.06120000000001
2024-03-27 09:00:00,28.2,84,0.0,5.5,74,251.0,483.4,86.0,356.28786527362803,247.78719999999998
