2024-01-01 00:00 → 2026-09-15 23:59 UTC: 78131 scans to process (32 workers)
  [9400/23447] ok=9263 missing=137 error=0 (17640 scans/h, ETA 0.8 h)
  [9600/23447] ok=9461 missing=139 error=0 (17765 scans/h, ETA 0.8 h)
  [9800/23447] ok=9658 missing=142 error=0 (17870 scans/h, ETA 0.8 h)
  [10000/23447] ok=9855 missing=145 error=0 (17983 scans/h, ETA 0.7 h)
  [10200/23447] ok=10052 missing=148 error=0 (18089 scans/h, ETA 0.7 h)
  [10400/23447] ok=10250 missing=150 error=0 (18189 scans/h, ETA 0.7 h)
  [10600/23447] ok=10447 missing=153 error=0 (18276 scans/h, ETA 0.7 h)
  [10800/23447] ok=10645 missing=155 error=0 (18380 scans/h, ETA 0.7 h)
  [11000/23447] ok=10841 missing=159 error=0 (18495 scans/h, ETA 0.7 h)
  [11200/23447] ok=11038 missing=162 error=0 (18599 scans/h, ETA 0.7 h)
  [11400/23447] ok=11236 missing=164 error=0 (18670 scans/h, ETA 0.6 h)
  [11600/23447] ok=11433 missing=167 error=0 (18764 scans/h, ETA 0.6 h)
  [11800/23447] ok=11631 missing=169 error=0 (18857 scans/h, ETA 0.6 h)
  [12000/23447] ok=11827 missing=173 error=0 (18971 scans/h, ETA 0.6 h)
  [12200/23447] ok=12025 missing=175 error=0 (19039 scans/h, ETA 0.6 h)
  [12400/23447] ok=12222 missing=178 error=0 (19126 scans/h, ETA 0.6 h)
  [12600/23447] ok=12420 missing=180 error=0 (19191 scans/h, ETA 0.6 h)
  [12800/23447] ok=12617 missing=183 error=0 (19250 scans/h, ETA 0.6 h)
  [13000/23447] ok=12815 missing=185 error=0 (19315 scans/h, ETA 0.5 h)
  [13200/23447] ok=13011 missing=189 error=0 (19380 scans/h, ETA 0.5 h)
  [13400/23447] ok=13209 missing=191 error=0 (19449 scans/h, ETA 0.5 h)
  [13600/23447] ok=13406 missing=194 error=0 (19525 scans/h, ETA 0.5 h)
  [13800/23447] ok=13604 missing=196 error=0 (19606 scans/h, ETA 0.5 h)
  [14000/23447] ok=13801 missing=199 error=0 (19676 scans/h, ETA 0.5 h)
  [14200/23447] ok=13998 missing=202 error=0 (19747 scans/h, ETA 0.5 h)
  [14400/23447] ok=14195 missing=205 error=0 (19786 scans/h, ETA 0.5 h)
  [14600/23447] ok=14393 missing=207 error=0 (19833 scans/h, ETA 0.4 h)
  [14800/23447] ok=14590 missing=210 error=0 (19862 scans/h, ETA 0.4 h)
  [15000/23447] ok=14787 missing=213 error=0 (19908 scans/h, ETA 0.4 h)
  [15200/23447] ok=14985 missing=215 error=0 (19983 scans/h, ETA 0.4 h)
  [15400/23447] ok=15181 missing=219 error=0 (20036 scans/h, ETA 0.4 h)
  [15600/23447] ok=15379 missing=221 error=0 (20098 scans/h, ETA 0.4 h)
  [15800/23447] ok=15576 missing=224 error=0 (20156 scans/h, ETA 0.4 h)
  [16000/23447] ok=15774 missing=226 error=0 (20215 scans/h, ETA 0.4 h)
  [16200/23447] ok=15971 missing=229 error=0 (20265 scans/h, ETA 0.4 h)
  [16400/23447] ok=16169 missing=231 error=0 (20330 scans/h, ETA 0.3 h)
  [16600/23447] ok=16365 missing=235 error=0 (20421 scans/h, ETA 0.3 h)
  [16800/23447] ok=16563 missing=237 error=0 (20519 scans/h, ETA 0.3 h)
  [17000/23447] ok=16760 missing=240 error=0 (20608 scans/h, ETA 0.3 h)
  [17200/23447] ok=16958 missing=242 error=0 (20699 scans/h, ETA 0.3 h)
  [17400/23447] ok=17155 missing=245 error=0 (20785 scans/h, ETA 0.3 h)
  [17600/23447] ok=17351 missing=249 error=0 (20872 scans/h, ETA 0.3 h)
  [17800/23447] ok=17549 missing=251 error=0 (20952 scans/h, ETA 0.3 h)
  [18000/23447] ok=17746 missing=254 error=0 (21034 scans/h, ETA 0.3 h)
  [18200/23447] ok=17944 missing=256 error=0 (21127 scans/h, ETA 0.2 h)
  [18400/23447] ok=18141 missing=259 error=0 (21217 scans/h, ETA 0.2 h)
  [18600/23447] ok=18339 missing=261 error=0 (21291 scans/h, ETA 0.2 h)
  [18800/23447] ok=18535 missing=265 error=0 (21375 scans/h, ETA 0.2 h)
  [19000/23447] ok=18733 missing=267 error=0 (21463 scans/h, ETA 0.2 h)
  [19200/23447] ok=18930 missing=270 error=0 (21544 scans/h, ETA 0.2 h)
  [19400/23447] ok=19128 missing=272 error=0 (21615 scans/h, ETA 0.2 h)
  [19600/23447] ok=19325 missing=275 error=0 (21692 scans/h, ETA 0.2 h)
  [19800/23447] ok=19522 missing=278 error=0 (21775 scans/h, ETA 0.2 h)
  [20000/23447] ok=19719 missing=281 error=0 (21831 scans/h, ETA 0.2 h)
  [20200/23447] ok=19917 missing=283 error=0 (21825 scans/h, ETA 0.1 h)
  [20400/23447] ok=20114 missing=286 error=0 (21762 scans/h, ETA 0.1 h)
  [20600/23447] ok=20310 missing=290 error=0 (21787 scans/h, ETA 0.1 h)
  [20800/23447] ok=20508 missing=292 error=0 (21819 scans/h, ETA 0.1 h)
  [21000/23447] ok=20704 missing=296 error=0 (21805 scans/h, ETA 0.1 h)
  [21200/23447] ok=20902 missing=298 error=0 (21805 scans/h, ETA 0.1 h)
  [21400/23447] ok=21099 missing=301 error=0 (21798 scans/h, ETA 0.1 h)
  [21600/23447] ok=21297 missing=303 error=0 (21763 scans/h, ETA 0.1 h)
  [21800/23447] ok=21493 missing=307 error=0 (21681 scans/h, ETA 0.1 h)
  [22000/23447] ok=21690 missing=310 error=0 (21681 scans/h, ETA 0.1 h)
  [22200/23447] ok=21887 missing=313 error=0 (21658 scans/h, ETA 0.1 h)
  [22400/23447] ok=22085 missing=315 error=0 (21633 scans/h, ETA 0.0 h)
  [22600/23447] ok=22282 missing=318 error=0 (21595 scans/h, ETA 0.0 h)
  [22800/23447] ok=22479 missing=321 error=0 (21584 scans/h, ETA 0.0 h)
  [23000/23447] ok=22675 missing=325 error=0 (21530 scans/h, ETA 0.0 h)
  [23200/23447] ok=22873 missing=327 error=0 (21464 scans/h, ETA 0.0 h)
  [23400/23447] ok=23070 missing=330 error=0 (21429 scans/h, ETA 0.0 h)
  [23447/23447] ok=23117 missing=330 error=0 (21376 scans/h, ETA 0.0 h)
